hcp_id,prediction_date,candidate_channel,email_freq,email_success_rate,email_recency_days,email_has_history,webinar_freq,webinar_success_rate,webinar_recency_days,webinar_has_history,rep_visit_freq,rep_visit_success_rate,rep_visit_recency_days,rep_visit_has_history,digital_ad_freq,digital_ad_success_rate,digital_ad_recency_days,digital_ad_has_history,phone_call_freq,phone_call_success_rate,phone_call_recency_days,phone_call_has_history,channel_diversity,specialty,segment,territory,practice_type,account_tenure,opt_out_flag,channel_preference,success_probability,rank_in_hcp,recommendation_tier
6,2026-01-03 17:00:00,rep_visit,1,0.0,82.0,1,3,0.0,194.0,1,5,0.4,38.0,1,0,0.0,,0,5,0.2,51.0,1,4,endocrinology,low_value,TERR_07,clinic,1.7,False,Digital-Heavy,0.7176,0,Primary
6,2026-01-03 17:00:00,phone_call,1,0.0,82.0,1,3,0.0,194.0,1,5,0.4,38.0,1,0,0.0,,0,5,0.2,51.0,1,4,endocrinology,low_value,TERR_07,clinic,1.7,False,Digital-Heavy,0.3323,1,Secondary
6,2026-01-03 17:00:00,webinar,1,0.0,82.0,1,3,0.0,194.0,1,5,0.4,38.0,1,0,0.0,,0,5,0.2,51.0,1,4,endocrinology,low_value,TERR_07,clinic,1.7,False,Digital-Heavy,0.2613,2,Supporting
6,2026-01-03 17:00:00,email,1,0.0,82.0,1,3,0.0,194.0,1,5,0.4,38.0,1,0,0.0,,0,5,0.2,51.0,1,4,endocrinology,low_value,TERR_07,clinic,1.7,False,Digital-Heavy,0.1513,3,Other
6,2026-01-03 17:00:00,digital_ad,1,0.0,82.0,1,3,0.0,194.0,1,5,0.4,38.0,1,0,0.0,,0,5,0.2,51.0,1,4,endocrinology,low_value,TERR_07,clinic,1.7,False,Digital-Heavy,0.1023,4,Other
7,2026-01-03 17:00:00,rep_visit,2,0.0,95.0,1,4,0.5,113.0,1,16,0.75,39.0,1,2,0.0,164.0,1,9,0.2222222222222222,30.0,1,5,primary_care,high_value,TERR_20,private_practice,0.7,False,Mixed,0.5777,0,Primary
7,2026-01-03 17:00:00,phone_call,2,0.0,95.0,1,4,0.5,113.0,1,16,0.75,39.0,1,2,0.0,164.0,1,9,0.2222222222222222,30.0,1,5,primary_care,high_value,TERR_20,private_practice,0.7,False,Mixed,0.254,1,Secondary
7,2026-01-03 17:00:00,webinar,2,0.0,95.0,1,4,0.5,113.0,1,16,0.75,39.0,1,2,0.0,164.0,1,9,0.2222222222222222,30.0,1,5,primary_care,high_value,TERR_20,private_practice,0.7,False,Mixed,0.2373,2,Supporting
7,2026-01-03 17:00:00,email,2,0.0,95.0,1,4,0.5,113.0,1,16,0.75,39.0,1,2,0.0,164.0,1,9,0.2222222222222222,30.0,1,5,primary_care,high_value,TERR_20,private_practice,0.7,False,Mixed,0.1301,3,Other
7,2026-01-03 17:00:00,digital_ad,2,0.0,95.0,1,4,0.5,113.0,1,16,0.75,39.0,1,2,0.0,164.0,1,9,0.2222222222222222,30.0,1,5,primary_care,high_value,TERR_20,private_practice,0.7,False,Mixed,0.084,4,Other
8,2026-01-03 17:00:00,rep_visit,11,0.2727272727272727,19.0,1,4,0.0,127.0,1,1,1.0,274.0,1,6,0.16666666666666666,93.0,1,5,0.0,44.0,1,5,endocrinology,high_value,TERR_47,private_practice,2.4,False,Mixed,0.3333,0,Primary
8,2026-01-03 17:00:00,webinar,11,0.2727272727272727,19.0,1,4,0.0,127.0,1,1,1.0,274.0,1,6,0.16666666666666666,93.0,1,5,0.0,44.0,1,5,endocrinology,high_value,TERR_47,private_practice,2.4,False,Mixed,0.2018,1,Secondary
8,2026-01-03 17:00:00,email,11,0.2727272727272727,19.0,1,4,0.0,127.0,1,1,1.0,274.0,1,6,0.16666666666666666,93.0,1,5,0.0,44.0,1,5,endocrinology,high_value,TERR_47,private_practice,2.4,False,Mixed,0.1919,2,Supporting
8,2026-01-03 17:00:00,phone_call,11,0.2727272727272727,19.0,1,4,0.0,127.0,1,1,1.0,274.0,1,6,0.16666666666666666,93.0,1,5,0.0,44.0,1,5,endocrinology,high_value,TERR_47,private_practice,2.4,False,Mixed,0.1722,3,Other
8,2026-01-03 17:00:00,digital_ad,11,0.2727272727272727,19.0,1,4,0.0,127.0,1,1,1.0,274.0,1,6,0.16666666666666666,93.0,1,5,0.0,44.0,1,5,endocrinology,high_value,TERR_47,private_practice,2.4,False,Mixed,0.1248,4,Other
9,2026-01-03 17:00:00,rep_visit,7,0.7142857142857143,58.0,1,3,0.0,145.0,1,4,0.75,159.0,1,9,0.0,16.0,1,6,0.16666666666666666,2.0,1,5,primary_care,high_value,TERR_42,private_practice,3.1,False,Digital-Heavy,0.2269,0,Primary
9,2026-01-03 17:00:00,email,7,0.7142857142857143,58.0,1,3,0.0,145.0,1,4,0.75,159.0,1,9,0.0,16.0,1,6,0.16666666666666666,2.0,1,5,primary_care,high_value,TERR_42,private_practice,3.1,False,Digital-Heavy,0.191,1,Secondary
9,2026-01-03 17:00:00,webinar,7,0.7142857142857143,58.0,1,3,0.0,145.0,1,4,0.75,159.0,1,9,0.0,16.0,1,6,0.16666666666666666,2.0,1,5,primary_care,high_value,TERR_42,private_practice,3.1,False,Digital-Heavy,0.1527,2,Supporting
9,2026-01-03 17:00:00,phone_call,7,0.7142857142857143,58.0,1,3,0.0,145.0,1,4,0.75,159.0,1,9,0.0,16.0,1,6,0.16666666666666666,2.0,1,5,primary_care,high_value,TERR_42,private_practice,3.1,False,Digital-Heavy,0.1356,3,Other
9,2026-01-03 17:00:00,digital_ad,7,0.7142857142857143,58.0,1,3,0.0,145.0,1,4,0.75,159.0,1,9,0.0,16.0,1,6,0.16666666666666666,2.0,1,5,primary_care,high_value,TERR_42,private_practice,3.1,False,Digital-Heavy,0.0841,4,Other
10,2026-01-03 17:00:00,rep_visit,5,0.0,4.0,1,1,0.0,59.0,1,2,1.0,15.0,1,1,0.0,65.0,1,3,0.0,116.0,1,5,dermatology,low_value,TERR_34,hospital,0.5,False,In-Person-Heavy,0.2566,0,Primary
10,2026-01-03 17:00:00,webinar,5,0.0,4.0,1,1,0.0,59.0,1,2,1.0,15.0,1,1,0.0,65.0,1,3,0.0,116.0,1,5,dermatology,low_value,TERR_34,hospital,0.5,False,In-Person-Heavy,0.1358,1,Secondary
10,2026-01-03 17:00:00,phone_call,5,0.0,4.0,1,1,0.0,59.0,1,2,1.0,15.0,1,1,0.0,65.0,1,3,0.0,116.0,1,5,dermatology,low_value,TERR_34,hospital,0.5,False,In-Person-Heavy,0.1183,2,Supporting
10,2026-01-03 17:00:00,email,5,0.0,4.0,1,1,0.0,59.0,1,2,1.0,15.0,1,1,0.0,65.0,1,3,0.0,116.0,1,5,dermatology,low_value,TERR_34,hospital,0.5,False,In-Person-Heavy,0.1099,3,Other
10,2026-01-03 17:00:00,digital_ad,5,0.0,4.0,1,1,0.0,59.0,1,2,1.0,15.0,1,1,0.0,65.0,1,3,0.0,116.0,1,5,dermatology,low_value,TERR_34,hospital,0.5,False,In-Person-Heavy,0.0709,4,Other
11,2026-01-03 17:00:00,rep_visit,0,0.0,,0,4,0.0,23.0,1,4,0.75,191.0,1,1,0.0,263.0,1,0,0.0,,0,3,endocrinology,low_value,TERR_16,clinic,1.1,True,Digital-Heavy,0.5092,0,Primary
11,2026-01-03 17:00:00,phone_call,0,0.0,,0,4,0.0,23.0,1,4,0.75,191.0,1,1,0.0,263.0,1,0,0.0,,0,3,endocrinology,low_value,TERR_16,clinic,1.1,True,Digital-Heavy,0.2616,1,Secondary
11,2026-01-03 17:00:00,webinar,0,0.0,,0,4,0.0,23.0,1,4,0.75,191.0,1,1,0.0,263.0,1,0,0.0,,0,3,endocrinology,low_value,TERR_16,clinic,1.1,True,Digital-Heavy,0.205,2,Supporting
11,2026-01-03 17:00:00,email,0,0.0,,0,4,0.0,23.0,1,4,0.75,191.0,1,1,0.0,263.0,1,0,0.0,,0,3,endocrinology,low_value,TERR_16,clinic,1.1,True,Digital-Heavy,0.1968,3,Other
11,2026-01-03 17:00:00,digital_ad,0,0.0,,0,4,0.0,23.0,1,4,0.75,191.0,1,1,0.0,263.0,1,0,0.0,,0,3,endocrinology,low_value,TERR_16,clinic,1.1,True,Digital-Heavy,0.139,4,Other
12,2026-01-03 17:00:00,rep_visit,4,0.0,16.0,1,0,0.0,,0,0,0.0,,0,4,0.0,130.0,1,2,0.5,39.0,1,3,oncology,medium_value,TERR_25,cancer_center,2.3,False,Mixed,0.4913,0,Primary
12,2026-01-03 17:00:00,webinar,4,0.0,16.0,1,0,0.0,,0,0,0.0,,0,4,0.0,130.0,1,2,0.5,39.0,1,3,oncology,medium_value,TERR_25,cancer_center,2.3,False,Mixed,0.2161,1,Secondary
12,2026-01-03 17:00:00,phone_call,4,0.0,16.0,1,0,0.0,,0,0,0.0,,0,4,0.0,130.0,1,2,0.5,39.0,1,3,oncology,medium_value,TERR_25,cancer_center,2.3,False,Mixed,0.1998,2,Supporting
12,2026-01-03 17:00:00,email,4,0.0,16.0,1,0,0.0,,0,0,0.0,,0,4,0.0,130.0,1,2,0.5,39.0,1,3,oncology,medium_value,TERR_25,cancer_center,2.3,False,Mixed,0.167,3,Other
12,2026-01-03 17:00:00,digital_ad,4,0.0,16.0,1,0,0.0,,0,0,0.0,,0,4,0.0,130.0,1,2,0.5,39.0,1,3,oncology,medium_value,TERR_25,cancer_center,2.3,False,Mixed,0.1063,4,Other
13,2026-01-03 17:00:00,rep_visit,9,0.3333333333333333,15.0,1,6,0.16666666666666666,24.0,1,2,0.5,36.0,1,11,0.2727272727272727,30.0,1,4,0.0,143.0,1,5,primary_care,high_value,TERR_01,private_practice,4.4,False,In-Person-Heavy,0.3549,0,Primary
13,2026-01-03 17:00:00,webinar,9,0.3333333333333333,15.0,1,6,0.16666666666666666,24.0,1,2,0.5,36.0,1,11,0.2727272727272727,30.0,1,4,0.0,143.0,1,5,primary_care,high_value,TERR_01,private_practice,4.4,False,In-Person-Heavy,0.2968,1,Secondary
13,2026-01-03 17:00:00,email,9,0.3333333333333333,15.0,1,6,0.16666666666666666,24.0,1,2,0.5,36.0,1,11,0.2727272727272727,30.0,1,4,0.0,143.0,1,5,primary_care,high_value,TERR_01,private_practice,4.4,False,In-Person-Heavy,0.2603,2,Supporting
13,2026-01-03 17:00:00,phone_call,9,0.3333333333333333,15.0,1,6,0.16666666666666666,24.0,1,2,0.5,36.0,1,11,0.2727272727272727,30.0,1,4,0.0,143.0,1,5,primary_care,high_value,TERR_01,private_practice,4.4,False,In-Person-Heavy,0.2313,3,Other
13,2026-01-03 17:00:00,digital_ad,9,0.3333333333333333,15.0,1,6,0.16666666666666666,24.0,1,2,0.5,36.0,1,11,0.2727272727272727,30.0,1,4,0.0,143.0,1,5,primary_care,high_value,TERR_01,private_practice,4.4,False,In-Person-Heavy,0.1444,4,Other
14,2026-01-03 17:00:00,rep_visit,3,0.0,16.0,1,2,0.0,235.0,1,6,0.3333333333333333,12.0,1,0,0.0,,0,5,0.0,53.0,1,4,cardiology,low_value,TERR_35,private_practice,1.0,False,In-Person-Heavy,0.6159,0,Primary
14,2026-01-03 17:00:00,phone_call,3,0.0,16.0,1,2,0.0,235.0,1,6,0.3333333333333333,12.0,1,0,0.0,,0,5,0.0,53.0,1,4,cardiology,low_value,TERR_35,private_practice,1.0,False,In-Person-Heavy,0.2426,1,Secondary
14,2026-01-03 17:00:00,webinar,3,0.0,16.0,1,2,0.0,235.0,1,6,0.3333333333333333,12.0,1,0,0.0,,0,5,0.0,53.0,1,4,cardiology,low_value,TERR_35,private_practice,1.0,False,In-Person-Heavy,0.212,2,Supporting
14,2026-01-03 17:00:00,email,3,0.0,16.0,1,2,0.0,235.0,1,6,0.3333333333333333,12.0,1,0,0.0,,0,5,0.0,53.0,1,4,cardiology,low_value,TERR_35,private_practice,1.0,False,In-Person-Heavy,0.169,3,Other
14,2026-01-03 17:00:00,digital_ad,3,0.0,16.0,1,2,0.0,235.0,1,6,0.3333333333333333,12.0,1,0,0.0,,0,5,0.0,53.0,1,4,cardiology,low_value,TERR_35,private_practice,1.0,False,In-Person-Heavy,0.0954,4,Other
15,2026-01-03 17:00:00,rep_visit,2,0.0,61.0,1,1,0.0,164.0,1,11,0.09090909090909091,45.0,1,0,0.0,,0,4,0.0,158.0,1,4,cardiology,low_value,TERR_48,private_practice,0.5,False,Digital-Heavy,0.4996,0,Primary
15,2026-01-03 17:00:00,phone_call,2,0.0,61.0,1,1,0.0,164.0,1,11,0.09090909090909091,45.0,1,0,0.0,,0,4,0.0,158.0,1,4,cardiology,low_value,TERR_48,private_practice,0.5,False,Digital-Heavy,0.2364,1,Secondary
15,2026-01-03 17:00:00,webinar,2,0.0,61.0,1,1,0.0,164.0,1,11,0.09090909090909091,45.0,1,0,0.0,,0,4,0.0,158.0,1,4,cardiology,low_value,TERR_48,private_practice,0.5,False,Digital-Heavy,0.2064,2,Supporting
15,2026-01-03 17:00:00,email,2,0.0,61.0,1,1,0.0,164.0,1,11,0.09090909090909091,45.0,1,0,0.0,,0,4,0.0,158.0,1,4,cardiology,low_value,TERR_48,private_practice,0.5,False,Digital-Heavy,0.1622,3,Other
15,2026-01-03 17:00:00,digital_ad,2,0.0,61.0,1,1,0.0,164.0,1,11,0.09090909090909091,45.0,1,0,0.0,,0,4,0.0,158.0,1,4,cardiology,low_value,TERR_48,private_practice,0.5,False,Digital-Heavy,0.1133,4,Other
16,2026-01-03 17:00:00,rep_visit,2,0.0,131.0,1,3,0.0,75.0,1,13,0.6153846153846154,3.0,1,0,0.0,,0,9,0.6666666666666666,58.0,1,4,dermatology,high_value,TERR_27,clinic,4.4,False,Digital-Heavy,0.3731,0,Primary
16,2026-01-03 17:00:00,phone_call,2,0.0,131.0,1,3,0.0,75.0,1,13,0.6153846153846154,3.0,1,0,0.0,,0,9,0.6666666666666666,58.0,1,4,dermatology,high_value,TERR_27,clinic,4.4,False,Digital-Heavy,0.2697,1,Secondary
16,2026-01-03 17:00:00,webinar,2,0.0,131.0,1,3,0.0,75.0,1,13,0.6153846153846154,3.0,1,0,0.0,,0,9,0.6666666666666666,58.0,1,4,dermatology,high_value,TERR_27,clinic,4.4,False,Digital-Heavy,0.1951,2,Supporting
16,2026-01-03 17:00:00,email,2,0.0,131.0,1,3,0.0,75.0,1,13,0.6153846153846154,3.0,1,0,0.0,,0,9,0.6666666666666666,58.0,1,4,dermatology,high_value,TERR_27,clinic,4.4,False,Digital-Heavy,0.156,3,Other
16,2026-01-03 17:00:00,digital_ad,2,0.0,131.0,1,3,0.0,75.0,1,13,0.6153846153846154,3.0,1,0,0.0,,0,9,0.6666666666666666,58.0,1,4,dermatology,high_value,TERR_27,clinic,4.4,False,Digital-Heavy,0.0996,4,Other
17,2026-01-03 17:00:00,rep_visit,3,0.3333333333333333,107.0,1,1,1.0,264.0,1,2,1.0,113.0,1,1,0.0,166.0,1,5,0.0,15.0,1,5,primary_care,medium_value,TERR_14,private_practice,1.6,False,Digital-Heavy,0.622,0,Primary
17,2026-01-03 17:00:00,webinar,3,0.3333333333333333,107.0,1,1,1.0,264.0,1,2,1.0,113.0,1,1,0.0,166.0,1,5,0.0,15.0,1,5,primary_care,medium_value,TERR_14,private_practice,1.6,False,Digital-Heavy,0.2856,1,Secondary
17,2026-01-03 17:00:00,phone_call,3,0.3333333333333333,107.0,1,1,1.0,264.0,1,2,1.0,113.0,1,1,0.0,166.0,1,5,0.0,15.0,1,5,primary_care,medium_value,TERR_14,private_practice,1.6,False,Digital-Heavy,0.2825,2,Supporting
17,2026-01-03 17:00:00,email,3,0.3333333333333333,107.0,1,1,1.0,264.0,1,2,1.0,113.0,1,1,0.0,166.0,1,5,0.0,15.0,1,5,primary_care,medium_value,TERR_14,private_practice,1.6,False,Digital-Heavy,0.2334,3,Other
17,2026-01-03 17:00:00,digital_ad,3,0.3333333333333333,107.0,1,1,1.0,264.0,1,2,1.0,113.0,1,1,0.0,166.0,1,5,0.0,15.0,1,5,primary_care,medium_value,TERR_14,private_practice,1.6,False,Digital-Heavy,0.0965,4,Other
18,2026-01-03 17:00:00,rep_visit,5,0.2,60.0,1,3,0.6666666666666666,37.0,1,9,0.8888888888888888,18.0,1,2,0.0,52.0,1,8,0.5,32.0,1,5,cardiology,medium_value,TERR_42,hospital,3.9,False,Digital-Heavy,0.6437,0,Primary
18,2026-01-03 17:00:00,phone_call,5,0.2,60.0,1,3,0.6666666666666666,37.0,1,9,0.8888888888888888,18.0,1,2,0.0,52.0,1,8,0.5,32.0,1,5,cardiology,medium_value,TERR_42,hospital,3.9,False,Digital-Heavy,0.4427,1,Secondary
18,2026-01-03 17:00:00,webinar,5,0.2,60.0,1,3,0.6666666666666666,37.0,1,9,0.8888888888888888,18.0,1,2,0.0,52.0,1,8,0.5,32.0,1,5,cardiology,medium_value,TERR_42,hospital,3.9,False,Digital-Heavy,0.384,2,Supporting
18,2026-01-03 17:00:00,email,5,0.2,60.0,1,3,0.6666666666666666,37.0,1,9,0.8888888888888888,18.0,1,2,0.0,52.0,1,8,0.5,32.0,1,5,cardiology,medium_value,TERR_42,hospital,3.9,False,Digital-Heavy,0.1947,3,Other
18,2026-01-03 17:00:00,digital_ad,5,0.2,60.0,1,3,0.6666666666666666,37.0,1,9,0.8888888888888888,18.0,1,2,0.0,52.0,1,8,0.5,32.0,1,5,cardiology,medium_value,TERR_42,hospital,3.9,False,Digital-Heavy,0.1091,4,Other
19,2026-01-03 17:00:00,rep_visit,1,1.0,122.0,1,3,0.0,109.0,1,3,0.6666666666666666,89.0,1,5,0.2,32.0,1,5,0.0,19.0,1,5,cardiology,low_value,TERR_30,private_practice,2.9,False,In-Person-Heavy,0.4257,0,Primary
19,2026-01-03 17:00:00,webinar,1,1.0,122.0,1,3,0.0,109.0,1,3,0.6666666666666666,89.0,1,5,0.2,32.0,1,5,0.0,19.0,1,5,cardiology,low_value,TERR_30,private_practice,2.9,False,In-Person-Heavy,0.2105,1,Secondary
19,2026-01-03 17:00:00,phone_call,1,1.0,122.0,1,3,0.0,109.0,1,3,0.6666666666666666,89.0,1,5,0.2,32.0,1,5,0.0,19.0,1,5,cardiology,low_value,TERR_30,private_practice,2.9,False,In-Person-Heavy,0.2088,2,Supporting
19,2026-01-03 17:00:00,email,1,1.0,122.0,1,3,0.0,109.0,1,3,0.6666666666666666,89.0,1,5,0.2,32.0,1,5,0.0,19.0,1,5,cardiology,low_value,TERR_30,private_practice,2.9,False,In-Person-Heavy,0.2035,3,Other
19,2026-01-03 17:00:00,digital_ad,1,1.0,122.0,1,3,0.0,109.0,1,3,0.6666666666666666,89.0,1,5,0.2,32.0,1,5,0.0,19.0,1,5,cardiology,low_value,TERR_30,private_practice,2.9,False,In-Person-Heavy,0.0848,4,Other
20,2026-01-03 17:00:00,rep_visit,0,0.0,,0,1,0.0,53.0,1,8,0.875,40.0,1,1,0.0,18.0,1,0,0.0,,0,3,dermatology,medium_value,TERR_13,clinic,0.5,True,Mixed,0.7627,0,Primary
20,2026-01-03 17:00:00,webinar,0,0.0,,0,1,0.0,53.0,1,8,0.875,40.0,1,1,0.0,18.0,1,0,0.0,,0,3,dermatology,medium_value,TERR_13,clinic,0.5,True,Mixed,0.3876,1,Secondary
20,2026-01-03 17:00:00,phone_call,0,0.0,,0,1,0.0,53.0,1,8,0.875,40.0,1,1,0.0,18.0,1,0,0.0,,0,3,dermatology,medium_value,TERR_13,clinic,0.5,True,Mixed,0.315,2,Supporting
20,2026-01-03 17:00:00,email,0,0.0,,0,1,0.0,53.0,1,8,0.875,40.0,1,1,0.0,18.0,1,0,0.0,,0,3,dermatology,medium_value,TERR_13,clinic,0.5,True,Mixed,0.2773,3,Other
20,2026-01-03 17:00:00,digital_ad,0,0.0,,0,1,0.0,53.0,1,8,0.875,40.0,1,1,0.0,18.0,1,0,0.0,,0,3,dermatology,medium_value,TERR_13,clinic,0.5,True,Mixed,0.1743,4,Other
21,2026-01-03 17:00:00,rep_visit,6,0.16666666666666666,10.0,1,4,0.5,16.0,1,5,0.6,96.0,1,4,0.0,2.0,1,7,0.42857142857142855,47.0,1,5,cardiology,medium_value,TERR_06,hospital,0.5,False,In-Person-Heavy,0.2569,0,Primary
21,2026-01-03 17:00:00,webinar,6,0.16666666666666666,10.0,1,4,0.5,16.0,1,5,0.6,96.0,1,4,0.0,2.0,1,7,0.42857142857142855,47.0,1,5,cardiology,medium_value,TERR_06,hospital,0.5,False,In-Person-Heavy,0.1508,1,Secondary
21,2026-01-03 17:00:00,phone_call,6,0.16666666666666666,10.0,1,4,0.5,16.0,1,5,0.6,96.0,1,4,0.0,2.0,1,7,0.42857142857142855,47.0,1,5,cardiology,medium_value,TERR_06,hospital,0.5,False,In-Person-Heavy,0.1364,2,Supporting
