hcp_id,engagement_date,channel,engagement_successful
4,2025-12-02 17:00:00,phone_call,0
4,2025-12-08 11:00:00,webinar,0
4,2025-12-18 15:00:00,digital_ad,0
4,2025-12-22 17:00:00,phone_call,0
4,2026-01-01 15:00:00,phone_call,0
5,2025-01-30 17:00:00,rep_visit,1
5,2025-02-11 09:00:00,phone_call,1
5,2025-02-19 17:00:00,digital_ad,0
5,2025-02-25 17:00:00,rep_visit,0
5,2025-03-05 10:00:00,rep_visit,0
5,2025-03-12 08:00:00,phone_call,0
5,2025-03-31 10:00:00,phone_call,0
5,2025-04-18 10:00:00,email,1
5,2025-04-24 09:00:00,phone_call,0
5,2025-04-30 17:00:00,rep_visit,0
5,2025-05-07 17:00:00,rep_visit,1
5,2025-05-21 14:00:00,phone_call,0
5,2025-06-05 16:00:00,webinar,1
5,2025-06-20 08:00:00,rep_visit,1
5,2025-07-18 16:00:00,rep_visit,0
5,2025-07-24 10:00:00,phone_call,0
5,2025-08-07 11:00:00,email,0
5,2025-08-21 11:00:00,webinar,1
5,2025-08-27 17:00:00,webinar,1
5,2025-09-11 16:00:00,rep_visit,1
5,2025-09-30 09:00:00,phone_call,0
5,2025-10-10 11:00:00,rep_visit,1
5,2025-10-15 09:00:00,rep_visit,1
5,2025-11-17 08:00:00,rep_visit,1
5,2025-12-02 08:00:00,phone_call,1
5,2026-01-02 17:00:00,rep_visit,1
6,2025-03-04 17:00:00,webinar,0
6,2025-04-25 08:00:00,rep_visit,0
6,2025-05-07 14:00:00,rep_visit,0
6,2025-05-14 13:00:00,webinar,0
6,2025-05-28 08:00:00,phone_call,0
6,2025-06-23 15:00:00,webinar,0
6,2025-07-01 09:00:00,phone_call,0
6,2025-08-18 17:00:00,phone_call,1
6,2025-08-27 08:00:00,phone_call,0
6,2025-09-04 12:00:00,rep_visit,1
6,2025-09-29 08:00:00,rep_visit,1
6,2025-10-13 17:00:00,email,0
6,2025-11-13 17:00:00,phone_call,0
6,2025-11-26 09:00:00,rep_visit,0
7,2025-01-14 10:00:00,phone_call,1
7,2025-01-21 10:00:00,rep_visit,1
7,2025-01-30 09:00:00,rep_visit,0
7,2025-02-08 08:00:00,rep_visit,1
7,2025-02-15 17:00:00,phone_call,0
7,2025-02-21 10:00:00,webinar,0
7,2025-03-14 16:00:00,rep_visit,1
7,2025-03-20 15:00:00,rep_visit,1
7,2025-03-26 09:00:00,digital_ad,0
7,2025-04-09 15:00:00,rep_visit,1
7,2025-04-16 09:00:00,rep_visit,1
7,2025-04-22 09:00:00,rep_visit,1
7,2025-05-01 09:00:00,rep_visit,1
7,2025-05-06 09:00:00,phone_call,0
7,2025-05-22 12:00:00,rep_visit,1
7,2025-05-28 12:00:00,email,0
7,2025-06-18 14:00:00,phone_call,0
7,2025-06-24 13:00:00,webinar,1
7,2025-07-04 13:00:00,rep_visit,1
7,2025-07-10 14:00:00,phone_call,0
7,2025-07-23 11:00:00,digital_ad,0
7,2025-07-31 12:00:00,webinar,1
7,2025-08-08 15:00:00,rep_visit,0
7,2025-08-15 17:00:00,rep_visit,0
7,2025-08-19 11:00:00,phone_call,0
7,2025-08-26 15:00:00,phone_call,0
7,2025-09-12 14:00:00,webinar,0
7,2025-09-30 11:00:00,email,0
7,2025-10-24 17:00:00,rep_visit,1
7,2025-11-04 09:00:00,rep_visit,0
7,2025-11-12 12:00:00,phone_call,0
7,2025-11-25 11:00:00,rep_visit,1
7,2025-12-04 14:00:00,phone_call,1
8,2025-01-28 14:00:00,email,1
8,2025-02-12 11:00:00,digital_ad,0
8,2025-02-21 08:00:00,email,0
8,2025-02-25 11:00:00,phone_call,0
8,2025-03-19 08:00:00,webinar,0
8,2025-03-27 16:00:00,phone_call,0
8,2025-04-04 12:00:00,rep_visit,1
8,2025-04-17 12:00:00,digital_ad,0
8,2025-04-25 10:00:00,webinar,0
8,2025-05-07 11:00:00,digital_ad,0
8,2025-06-06 13:00:00,digital_ad,0
8,2025-06-11 13:00:00,digital_ad,0
8,2025-06-25 13:00:00,email,0
8,2025-07-04 08:00:00,webinar,0
8,2025-07-23 09:00:00,email,0
8,2025-08-05 11:00:00,email,1
8,2025-08-12 16:00:00,email,0
8,2025-08-29 11:00:00,webinar,0
8,2025-09-10 16:00:00,email,0
8,2025-09-15 17:00:00,email,0
8,2025-10-02 09:00:00,digital_ad,1
8,2025-10-08 17:00:00,phone_call,0
8,2025-10-23 12:00:00,email,0
8,2025-10-27 09:00:00,phone_call,0
8,2025-11-07 12:00:00,email,0
8,2025-11-20 16:00:00,phone_call,0
8,2025-12-15 14:00:00,email,1
9,2025-01-14 10:00:00,email,1
9,2025-01-24 13:00:00,digital_ad,0
9,2025-02-01 10:00:00,email,0
9,2025-02-04 16:00:00,rep_visit,1
9,2025-02-22 14:00:00,digital_ad,0
9,2025-02-28 11:00:00,webinar,0
9,2025-03-14 08:00:00,rep_visit,1
9,2025-03-28 09:00:00,email,1
9,2025-04-07 09:00:00,digital_ad,0
9,2025-04-23 17:00:00,digital_ad,0
9,2025-05-16 16:00:00,email,1
9,2025-05-22 11:00:00,email,0
9,2025-06-26 15:00:00,webinar,0
9,2025-07-14 15:00:00,rep_visit,1
9,2025-07-25 17:00:00,phone_call,0
9,2025-07-28 16:00:00,rep_visit,0
9,2025-08-11 12:00:00,webinar,0
9,2025-08-18 17:00:00,phone_call,0
9,2025-08-27 16:00:00,phone_call,0
9,2025-09-18 14:00:00,digital_ad,0
9,2025-09-26 16:00:00,digital_ad,0
9,2025-10-08 14:00:00,email,1
9,2025-10-15 15:00:00,digital_ad,0
9,2025-11-06 11:00:00,email,1
9,2025-11-28 13:00:00,phone_call,0
9,2025-12-04 17:00:00,digital_ad,0
9,2025-12-12 09:00:00,phone_call,0
9,2025-12-18 08:00:00,digital_ad,0
9,2026-01-01 13:00:00,phone_call,1
10,2025-01-25 13:00:00,email,0
10,2025-02-13 11:00:00,phone_call,0
10,2025-03-12 14:00:00,rep_visit,1
10,2025-03-25 17:00:00,phone_call,0
10,2025-07-02 10:00:00,email,0
10,2025-07-21 09:00:00,email,0
10,2025-09-09 10:00:00,phone_call,0
10,2025-09-26 12:00:00,email,0
10,2025-10-30 08:00:00,digital_ad,0
10,2025-11-05 11:00:00,webinar,0
10,2025-12-19 08:00:00,rep_visit,1
10,2025-12-30 12:00:00,email,0
11,2025-01-24 16:00:00,webinar,0
11,2025-02-13 09:00:00,rep_visit,1
11,2025-03-20 12:00:00,webinar,0
11,2025-04-04 15:00:00,rep_visit,1
11,2025-04-15 08:00:00,digital_ad,0
11,2025-06-19 10:00:00,rep_visit,1
11,2025-06-26 09:00:00,rep_visit,0
11,2025-07-24 09:00:00,webinar,0
11,2025-12-11 15:00:00,webinar,0
12,2025-01-15 16:00:00,email,0
12,2025-01-21 15:00:00,email,0
12,2025-04-10 14:00:00,digital_ad,0
12,2025-08-07 15:00:00,digital_ad,0
12,2025-08-20 10:00:00,digital_ad,0
12,2025-08-26 12:00:00,digital_ad,0
12,2025-11-03 15:00:00,phone_call,1
12,2025-11-11 10:00:00,email,0
12,2025-11-25 08:00:00,phone_call,0
12,2025-12-18 09:00:00,email,0
13,2025-02-07 08:00:00,digital_ad,0
13,2025-02-19 15:00:00,webinar,0
13,2025-03-20 13:00:00,email,0
13,2025-03-26 15:00:00,digital_ad,0
13,2025-04-04 09:00:00,digital_ad,0
13,2025-04-10 14:00:00,email,0
13,2025-04-16 14:00:00,digital_ad,0
13,2025-04-21 09:00:00,digital_ad,1
13,2025-05-02 09:00:00,digital_ad,1
13,2025-05-14 17:00:00,phone_call,0
13,2025-05-22 11:00:00,email,1
13,2025-05-29 15:00:00,digital_ad,1
13,2025-06-06 17:00:00,phone_call,0
13,2025-06-12 08:00:00,email,0
13,2025-06-17 15:00:00,email,0
13,2025-07-01 08:00:00,webinar,0
13,2025-07-08 08:00:00,phone_call,0
13,2025-07-22 16:00:00,email,1
13,2025-08-01 13:00:00,webinar,0
13,2025-08-13 09:00:00,phone_call,0
13,2025-08-22 09:00:00,email,1
13,2025-08-28 12:00:00,webinar,0
13,2025-09-05 15:00:00,rep_visit,1
13,2025-10-07 16:00:00,digital_ad,0
13,2025-10-21 15:00:00,webinar,1
13,2025-10-28 15:00:00,email,0
13,2025-11-12 16:00:00,digital_ad,0
13,2025-11-19 10:00:00,digital_ad,0
13,2025-11-28 17:00:00,rep_visit,0
13,2025-12-04 15:00:00,digital_ad,0
13,2025-12-10 10:00:00,webinar,0
13,2025-12-19 13:00:00,email,0
14,2025-01-14 15:00:00,rep_visit,1
14,2025-01-22 10:00:00,rep_visit,0
14,2025-01-28 15:00:00,webinar,0
14,2025-03-03 10:00:00,email,0
14,2025-04-02 15:00:00,phone_call,0
14,2025-04-11 15:00:00,email,0
14,2025-04-21 15:00:00,rep_visit,1
14,2025-05-02 14:00:00,phone_call,0
14,2025-05-13 10:00:00,webinar,0
14,2025-05-28 08:00:00,phone_call,0
14,2025-08-13 09:00:00,phone_call,0
14,2025-11-11 09:00:00,phone_call,0
14,2025-11-24 09:00:00,rep_visit,0
14,2025-12-02 13:00:00,rep_visit,0
14,2025-12-18 10:00:00,email,0
14,2025-12-22 11:00:00,rep_visit,0
15,2025-03-06 13:00:00,rep_visit,0
15,2025-03-10 14:00:00,phone_call,0
15,2025-04-02 13:00:00,rep_visit,0
15,2025-05-12 14:00:00,rep_visit,0
15,2025-05-28 14:00:00,email,0
15,2025-06-05 08:00:00,phone_call,0
15,2025-06-13 16:00:00,rep_visit,0
15,2025-06-18 12:00:00,rep_visit,0
15,2025-06-23 15:00:00,phone_call,0
15,2025-07-17 12:00:00,rep_visit,0
15,2025-07-23 15:00:00,webinar,0
15,2025-07-29 15:00:00,phone_call,0
15,2025-08-22 13:00:00,rep_visit,0
15,2025-09-18 14:00:00,rep_visit,1
15,2025-10-30 08:00:00,rep_visit,0
15,2025-11-03 16:00:00,email,0
15,2025-11-14 17:00:00,rep_visit,0
15,2025-11-19 16:00:00,rep_visit,0
16,2025-01-16 08:00:00,phone_call,1
16,2025-01-25 08:00:00,rep_visit,1
16,2025-02-08 13:00:00,webinar,0
16,2025-02-13 16:00:00,email,0
16,2025-02-18 17:00:00,rep_visit,1
16,2025-03-25 16:00:00,rep_visit,1
16,2025-04-02 11:00:00,rep_visit,0
16,2025-04-25 14:00:00,rep_visit,1
16,2025-05-07 17:00:00,rep_visit,1
16,2025-05-30 17:00:00,phone_call,1
16,2025-06-02 11:00:00,phone_call,0
16,2025-06-13 14:00:00,webinar,0
16,2025-06-17 11:00:00,phone_call,0
16,2025-07-01 11:00:00,rep_visit,1
16,2025-08-01 10:00:00,phone_call,1
16,2025-08-04 08:00:00,rep_visit,0
16,2025-08-11 09:00:00,rep_visit,0
16,2025-08-18 16:00:00,rep_visit,0
16,2025-08-25 13:00:00,email,0
16,2025-09-03 11:00:00,phone_call,1
16,2025-09-12 14:00:00,phone_call,1
16,2025-09-26 11:00:00,phone_call,0
16,2025-10-06 12:00:00,rep_visit,1
16,2025-10-20 12:00:00,webinar,0
16,2025-11-06 09:00:00,phone_call,1
16,2025-12-02 15:00:00,rep_visit,1
16,2025-12-31 14:00:00,rep_visit,0
17,2025-02-20 17:00:00,rep_visit,1
17,2025-03-11 14:00:00,email,1
17,2025-04-14 16:00:00,webinar,1
17,2025-06-04 16:00:00,phone_call,0
17,2025-06-20 13:00:00,email,0
17,2025-07-03 08:00:00,phone_call,0
17,2025-07-21 14:00:00,digital_ad,0
17,2025-09-12 08:00:00,rep_visit,1
17,2025-09-18 16:00:00,email,0
17,2025-11-14 14:00:00,phone_call,0
17,2025-12-08 17:00:00,phone_call,0
17,2025-12-19 08:00:00,phone_call,0
18,2025-01-22 17:00:00,rep_visit,1
18,2025-01-29 09:00:00,phone_call,1
18,2025-02-06 17:00:00,phone_call,0
18,2025-02-19 11:00:00,phone_call,0
18,2025-03-05 09:00:00,phone_call,1
18,2025-03-10 10:00:00,rep_visit,1
18,2025-03-17 13:00:00,email,1
18,2025-04-10 14:00:00,rep_visit,1
18,2025-04-18 08:00:00,rep_visit,1
18,2025-04-21 09:00:00,email,0
18,2025-05-02 09:00:00,webinar,1
18,2025-05-13 13:00:00,rep_visit,1
18,2025-06-26 14:00:00,email,0
18,2025-07-24 11:00:00,digital_ad,0
18,2025-08-05 09:00:00,rep_visit,1
18,2025-08-28 17:00:00,rep_visit,1
18,2025-09-08 11:00:00,phone_call,1
18,2025-09-18 17:00:00,email,0
18,2025-09-29 17:00:00,rep_visit,0
18,2025-10-06 11:00:00,phone_call,0
18,2025-10-24 09:00:00,phone_call,1
18,2025-11-04 08:00:00,email,0
18,2025-11-12 15:00:00,digital_ad,0
18,2025-11-19 10:00:00,webinar,0
18,2025-11-27 15:00:00,webinar,1
18,2025-12-02 17:00:00,phone_call,0
18,2025-12-16 15:00:00,rep_visit,1
19,2025-01-25 15:00:00,webinar,0
19,2025-02-07 08:00:00,phone_call,0
19,2025-02-22 08:00:00,digital_ad,0
19,2025-03-13 09:00:00,webinar,0
19,2025-04-23 08:00:00,rep_visit,1
19,2025-04-30 16:00:00,rep_visit,1
19,2025-05-05 15:00:00,digital_ad,0
19,2025-05-16 17:00:00,phone_call,0
19,2025-05-28 11:00:00,phone_call,0
19,2025-08-06 10:00:00,digital_ad,0
19,2025-09-03 12:00:00,email,1
19,2025-09-16 10:00:00,webinar,0
19,2025-09-26 17:00:00,phone_call,0
19,2025-10-06 10:00:00,rep_visit,0
19,2025-10-21 13:00:00,digital_ad,0
19,2025-12-02 15:00:00,digital_ad,1
19,2025-12-15 11:00:00,phone_call,0
20,2025-01-31 08:00:00,rep_visit,1
20,2025-02-20 09:00:00,rep_visit,1
20,2025-03-13 17:00:00,rep_visit,1
20,2025-04-16 17:00:00,rep_visit,1
20,2025-05-22 14:00:00,rep_visit,1
20,2025-10-14 11:00:00,rep_visit,1
20,2025-11-03 16:00:00,rep_visit,1
20,2025-11-11 09:00:00,webinar,0
20,2025-11-24 14:00:00,rep_visit,0
20,2025-12-16 12:00:00,digital_ad,0
21,2025-01-24 08:00:00,phone_call,1
21,2025-02-12 12:00:00,email,0
21,2025-03-12 15:00:00,email,0
21,2025-03-27 15:00:00,rep_visit,1
21,2025-03-31 12:00:00,rep_visit,1
21,2025-04-15 16:00:00,phone_call,1
21,2025-04-29 17:00:00,webinar,1
21,2025-05-07 10:00:00,webinar,0
21,2025-05-12 08:00:00,rep_visit,1
21,2025-05-26 08:00:00,digital_ad,0
21,2025-06-12 17:00:00,email,0
21,2025-06-16 10:00:00,phone_call,0
21,2025-06-27 15:00:00,phone_call,0
21,2025-07-16 16:00:00,phone_call,1
21,2025-07-25 16:00:00,webinar,0
21,2025-07-29 08:00:00,email,0
21,2025-08-11 14:00:00,rep_visit,0
21,2025-09-17 09:00:00,email,1
21,2025-09-29 16:00:00,rep_visit,0
21,2025-10-10 08:00:00,digital_ad,0
21,2025-10-31 11:00:00,digital_ad,0
21,2025-11-10 16:00:00,phone_call,0
21,2025-11-17 08:00:00,phone_call,0
21,2025-12-18 15:00:00,webinar,1
21,2025-12-24 17:00:00,email,0
21,2026-01-01 12:00:00,digital_ad,0
22,2025-01-18 09:00:00,webinar,0
22,2025-02-19 17:00:00,rep_visit,1
22,2025-02-28 16:00:00,email,0
22,2025-03-06 09:00:00,webinar,0
22,2025-03-12 14:00:00,rep_visit,0
22,2025-03-21 09:00:00,phone_call,0
22,2025-04-03 14:00:00,phone_call,1
22,2025-05-09 10:00:00,phone_call,0
22,2025-05-21 15:00:00,rep_visit,1
22,2025-06-20 12:00:00,webinar,1
22,2025-07-22 16:00:00,phone_call,1
22,2025-07-28 10:00:00,rep_visit,0
22,2025-08-05 14:00:00,phone_call,1
22,2025-08-27 10:00:00,rep_visit,1
22,2025-09-09 09:00:00,rep_visit,1
22,2025-09-26 09:00:00,rep_visit,1
22,2025-10-10 16:00:00,phone_call,0
22,2025-11-04 08:00:00,rep_visit,1
22,2025-11-13 09:00:00,rep_visit,1
22,2025-12-24 13:00:00,email,0
23,2025-01-15 15:00:00,rep_visit,1
23,2025-01-29 15:00:00,digital_ad,0
23,2025-02-07 12:00:00,rep_visit,0
23,2025-03-03 16:00:00,rep_visit,1
23,2025-03-13 11:00:00,email,0
23,2025-03-18 09:00:00,rep_visit,0
23,2025-04-04 13:00:00,email,1
23,2025-05-06 14:00:00,webinar,1
23,2025-05-29 17:00:00,phone_call,0
23,2025-06-05 14:00:00,rep_visit,1
23,2025-06-18 08:00:00,rep_visit,1
23,2025-07-04 13:00:00,rep_visit,1
23,2025-07-09 10:00:00,phone_call,0
23,2025-07-31 13:00:00,phone_call,0
23,2025-08-18 10:00:00,email,0
23,2025-10-21 16:00:00,rep_visit,1
23,2025-11-07 10:00:00,email,1
23,2025-11-19 14:00:00,rep_visit,1
23,2025-11-27 15:00:00,rep_visit,1
23,2025-12-05 17:00:00,webinar,0
23,2025-12-23 14:00:00,email,1
23,2026-01-01 13:00:00,digital_ad,0
24,2025-01-22 08:00:00,email,0
24,2025-02-22 13:00:00,email,0
24,2025-03-11 08:00:00,digital_ad,0
24,2025-03-20 09:00:00,email,0
24,2025-04-04 13:00:00,phone_call,0
24,2025-04-16 11:00:00,phone_call,0
24,2025-05-21 08:00:00,digital_ad,0
24,2025-07-04 11:00:00,email,0
24,2025-08-20 14:00:00,rep_visit,1
24,2025-08-28 09:00:00,rep_visit,0
24,2025-10-15 10:00:00,phone_call,1
24,2025-11-07 17:00:00,email,0
24,2025-11-26 15:00:00,phone_call,0
25,2025-01-31 08:00:00,phone_call,0
25,2025-02-12 09:00:00,rep_visit,1
25,2025-02-21 13:00:00,webinar,1
25,2025-03-13 09:00:00,rep_visit,1
25,2025-03-21 12:00:00,phone_call,0
25,2025-03-28 14:00:00,email,1
25,2025-04-14 10:00:00,digital_ad,0
25,2025-04-23 11:00:00,rep_visit,1
25,2025-05-01 13:00:00,phone_call,0
25,2025-06-05 08:00:00,email,1
25,2025-06-17 09:00:00,rep_visit,1
25,2025-08-21 11:00:00,email,0
25,2025-09-02 16:00:00,rep_visit,1
25,2025-09-18 15:00:00,phone_call,0
25,2025-10-14 11:00:00,rep_visit,1
25,2025-10-24 17:00:00,phone_call,0
25,2025-11-26 11:00:00,phone_call,0
25,2025-12-12 13:00:00,phone_call,0
25,2025-12-19 17:00:00,phone_call,0
25,2025-12-31 09:00:00,phone_call,0
26,2025-01-16 17:00:00,digital_ad,0
26,2025-01-21 16:00:00,email,0
26,2025-03-03 09:00:00,email,0
26,2025-03-11 10:00:00,webinar,1
26,2025-03-19 09:00:00,digital_ad,0
26,2025-03-26 09:00:00,digital_ad,0
26,2025-04-04 11:00:00,digital_ad,0
26,2025-04-10 09:00:00,digital_ad,0
26,2025-05-06 11:00:00,email,0
26,2025-05-14 08:00:00,email,0
26,2025-05-19 10:00:00,email,0
26,2025-06-12 11:00:00,webinar,0
26,2025-07-10 11:00:00,digital_ad,0
26,2025-07-17 14:00:00,digital_ad,0
26,2025-08-04 14:00:00,digital_ad,0
26,2025-08-12 13:00:00,digital_ad,0
26,2025-09-12 10:00:00,email,0
26,2025-09-17 08:00:00,digital_ad,0
26,2025-09-23 17:00:00,digital_ad,0
26,2025-10-08 14:00:00,email,0
26,2025-10-15 14:00:00,email,1
26,2025-10-24 17:00:00,email,0
26,2025-11-03 12:00:00,webinar,0
26,2025-11-11 12:00:00,email,0
26,2025-12-11 15:00:00,rep_visit,0
26,2025-12-25 13:00:00,email,0
26,2025-12-29 15:00:00,rep_visit,1
27,2025-01-21 17:00:00,phone_call,1
27,2025-04-04 16:00:00,digital_ad,0
27,2025-04-15 14:00:00,phone_call,0
27,2025-05-14 15:00:00,phone_call,0
27,2025-07-02 09:00:00,phone_call,0
27,2025-07-10 09:00:00,email,0
27,2025-08-25 09:00:00,webinar,0
27,2025-09-05 08:00:00,phone_call,0
27,2025-09-09 15:00:00,phone_call,0
27,2025-09-26 14:00:00,webinar,0
27,2025-10-06 08:00:00,email,0
27,2025-11-05 13:00:00,phone_call,1
27,2025-11-20 12:00:00,rep_visit,1
27,2025-11-27 11:00:00,rep_visit,0
27,2025-12-24 13:00:00,phone_call,0
27,2025-12-31 15:00:00,rep_visit,0
28,2025-02-28 13:00:00,email,0
28,2025-04-03 10:00:00,phone_call,0
28,2025-04-10 15:00:00,digital_ad,0
28,2025-05-14 16:00:00,digital_ad,1
28,2025-05-21 16:00:00,phone_call,0
28,2025-06-16 12:00:00,digital_ad,0
28,2025-07-02 12:00:00,email,0
28,2025-07-07 15:00:00,digital_ad,0
28,2025-07-30 10:00:00,rep_visit,1
28,2025-09-15 08:00:00,rep_visit,1
28,2025-10-21 12:00:00,rep_visit,1
28,2025-10-29 13:00:00,email,0
28,2025-11-12 15:00:00,rep_visit,1
28,2025-11-17 11:00:00,digital_ad,0
28,2025-11-25 09:00:00,digital_ad,0
28,2025-12-26 09:00:00,phone_call,0
29,2025-02-06 10:00:00,digital_ad,0
29,2025-02-18 15:00:00,rep_visit,0
29,2025-03-04 13:00:00,webinar,0
29,2025-06-24 11:00:00,rep_visit,0
29,2025-06-30 10:00:00,rep_visit,0
29,2025-07-15 13:00:00,rep_visit,0
29,2025-09-02 09:00:00,webinar,0
29,2025-09-12 11:00:00,rep_visit,0
29,2025-10-30 11:00:00,rep_visit,1
29,2025-12-15 10:00:00,digital_ad,0
30,2025-01-16 08:00:00,rep_visit,1
30,2025-01-21 08:00:00,rep_visit,1
30,2025-02-15 13:00:00,webinar,1
30,2025-02-21 11:00:00,phone_call,0
30,2025-03-11 17:00:00,webinar,1
30,2025-04-01 13:00:00,rep_visit,0
30,2025-05-02 10:00:00,phone_call,1
30,2025-05-22 10:00:00,webinar,1
30,2025-06-06 14:00:00,rep_visit,0
30,2025-07-03 16:00:00,rep_visit,1
30,2025-07-10 14:00:00,rep_visit,0
30,2025-07-22 13:00:00,rep_visit,1
30,2025-07-31 16:00:00,rep_visit,0
30,2025-08-14 16:00:00,digital_ad,0
30,2025-08-18 09:00:00,phone_call,0
30,2025-09-25 17:00:00,phone_call,1
30,2025-09-29 11:00:00,phone_call,0
30,2025-10-13 14:00:00,webinar,1
30,2025-10-22 12:00:00,webinar,0
30,2025-10-30 08:00:00,rep_visit,1
30,2025-11-03 17:00:00,phone_call,0
30,2025-11-11 13:00:00,webinar,1
30,2025-11-19 12:00:00,webinar,1
30,2025-12-03 08:00:00,rep_visit,1
30,2025-12-11 12:00:00,rep_visit,1
30,2025-12-29 12:00:00,digital_ad,0
31,2025-03-04 15:00:00,digital_ad,0
31,2025-04-18 12:00:00,email,0
31,2025-04-30 09:00:00,phone_call,0
31,2025-05-15 08:00:00,phone_call,0
31,2025-05-23 09:00:00,phone_call,0
31,2025-06-04 08:00:00,phone_call,0
31,2025-06-17 15:00:00,phone_call,0
31,2025-06-23 12:00:00,rep_visit,0
31,2025-07-15 13:00:00,digital_ad,0
31,2025-09-19 16:00:00,email,0
31,2025-10-16 17:00:00,webinar,1
31,2025-11-12 17:00:00,rep_visit,1
31,2025-12-02 08:00:00,email,0
31,2025-12-17 08:00:00,webinar,1
31,2026-01-01 12:00:00,digital_ad,0
32,2025-02-20 10:00:00,rep_visit,1
32,2025-02-28 14:00:00,phone_call,0
32,2025-03-05 15:00:00,rep_visit,1
32,2025-03-14 17:00:00,rep_visit,1
32,2025-04-03 14:00:00,rep_visit,0
32,2025-04-10 14:00:00,rep_visit,1
32,2025-04-18 11:00:00,phone_call,1
32,2025-04-25 12:00:00,email,0
32,2025-05-30 12:00:00,rep_visit,1
32,2025-06-04 12:00:00,rep_visit,1
32,2025-06-11 15:00:00,phone_call,0
32,2025-06-20 15:00:00,rep_visit,1
32,2025-07-01 15:00:00,phone_call,0
32,2025-07-10 09:00:00,digital_ad,0
32,2025-07-18 14:00:00,digital_ad,0
32,2025-08-08 09:00:00,phone_call,1
32,2025-08-11 14:00:00,phone_call,0
32,2025-09-04 16:00:00,email,0
32,2025-09-11 08:00:00,rep_visit,0
32,2025-10-03 09:00:00,rep_visit,1
32,2025-10-08 12:00:00,phone_call,0
32,2025-11-11 15:00:00,rep_visit,1
